symbol,grp,n,px,tick_pct,flat_bar,zero_vol,unch,dvol
KHC,current,2790,31.0089291,0.025508781598004213,0.0,0.0,0.007171029042667623,194589261.25550002
KIM,current,8737,10.1232,0.022324956535488726,0.0025180267826485064,0.0,0.05563186813186813,27532921.824
KKR,current,4041,20.63455,0.05730679854903535,0.0,0.0,0.013861386138613862,64437527.76370001
KLAC,current,11550,0.110344585,0.1450003187741827,0.0017316017316017316,0.0011255411255411255,0.07359944583946662,3671606.627715
KMB,current,10490,29.37034,0.031187926322930836,0.0,0.0,0.02888740585375155,57815441.301075
KMI,current,3894,15.035955,0.024840457423554552,0.0,0.0,0.014898535833547394,175977857.3865
KO,current,14271,11.25066,0.040886490214795734,0.0047649078550907435,0.0,0.0744218640504555,83921571.264
KR,current,12502,6.8097,0.04581699634345794,0.00047992321228603423,7.998720204767237e-05,0.06751459883209343,37209722.010000005
KVUE,current,818,18.99445,0.04706637991623374,0.0,0.0,0.023255813953488372,329831948.424
L,current,9848,29.0712085,0.020649296364820054,0.0005077173030056864,0.00040617384240454913,0.02335736772621103,32073604.740000002
LDOS,current,4982,36.914405,0.03936132791520558,0.0,0.0,0.012246536839991969,36796547.354998
LEN,current,11693,13.1969,0.057210405474012425,0.01317027281279398,0.0010262550243735568,0.06910708176530961,44633203.5687
LH,current,9156,58.536255,0.041837319452705204,0.00327653997378768,0.001419833988641328,0.07700709994538503,54955529.25017
LHX,current,11240,14.656035,0.07689665042420867,0.0,0.0,0.042530474241480556,13448477.357245
LII,current,6798,49.010767,0.051029603352261074,0.0,0.0,0.01206414594674121,23725317.869000003
LIN,current,8595,78.70842,0.03793749131287266,0.0,0.0,0.025133814289038863,104309075.76099999
LITE,current,2777,59.93,0.050058401468381676,0.0007202016564638099,0.0,0.008285302593659942,76624028.0
LLY,current,13658,24.506954999999998,0.03590817382251023,0.00021965148630839068,7.32171621027969e-05,0.03851504722852749,81573858.15349999
LMT,current,12501,25.49965,0.07039312304286147,7.999360051195904e-05,7.999360051195904e-05,0.03792,44535745.54
LNT,current,9721,7.88929,0.06402350528377253,0.00020574015019030964,0.0,0.07705761316872428,8037707.693999999
LOW,current,10355,16.77697,0.04515118045749685,0.00019314340898116852,0.0,0.04162642457021441,156687797.16
LRCX,current,10647,2.52833,0.09318403847598997,0.0030994646379261764,9.392317084624777e-05,0.06321623144843133,67110901.31
LULU,current,4788,72.0499995,0.05551700246716345,0.0,0.0,0.0027156883225402132,193388958.0
LUV,current,11745,10.23608,0.03624434353776372,0.0004257130693912303,0.0,0.053388964577656677,38150693.0454
LVS,current,5445,42.38164,0.01753117623575429,0.0,0.0,0.004224834680382072,207250379.497
LYB,current,4095,53.58837,0.021739791674946437,0.0,0.0,0.003419638495359062,135397339.122
LYV,current,5188,26.37,0.07584376185058617,0.0,0.0,0.00963948332369385,33913500.0
MA,current,5082,91.78531000000001,0.04524689190461408,0.0,0.0,0.0017713048612477858,546354753.846
MAA,current,8185,29.024591,0.039070317993470174,0.002321319486866219,0.0,0.051564027370478986,9358046.91
MAR,current,7139,34.31934,0.04120125853235924,0.00014007564084605686,0.0,0.007985430092462874,111331292.41437
MAS,current,10875,10.7894,0.03883441155209046,9.195402298850575e-05,0.0,0.04846422659554902,30829992.301680002
MCD,current,14271,12.44156,0.06999926054285861,7.007217433956976e-05,0.0,0.0401541695865452,48802098.748
MCHP,current,8404,12.48813,0.049166688687578,0.0,0.00011899095668729176,0.01523265500416518,61916936.032000005
MCK,current,7987,64.85663,0.03240994791126218,0.0,0.0,0.014274981217129978,115304384.416
MCO,current,7995,38.4193,0.05557102810303961,0.0028767979987492183,0.00150093808630394,0.04428321240930698,67748011.986
MDLZ,current,6325,27.98877,0.017596343104758962,0.0,0.0,0.012966476913345983,233251784.48819998
MDT,current,11244,27.602495,0.020106878019539535,0.0004446816079686944,0.0004446816079686944,0.03264253313172641,112340285.857
MET,current,6624,26.75146,0.021269867139953304,0.0,0.0,0.008455382757058734,160044693.749661
META,current,3575,175.5691,0.05081873746576509,0.0,0.0,0.003357582540570789,3811325548.7840004
MGM,current,9404,14.24026,0.05547651517599488,0.025414717141641854,0.020735857082092725,0.056577687971923855,81595372.76949999
MKC,current,9225,12.34041,0.04594660955346846,0.007262872628726287,0.0018428184281842818,0.04347354726799653,15442260.216
MLM,current,8171,77.23702,0.03380503287154624,0.004038673356994248,0.00036715212336311344,0.03133414932680539,42081614.5736
MMM,current,14271,16.8108,0.060139910057804495,0.0,0.0,0.0370707778556412,38778687.791999996
MNST,current,8767,3.31083,0.1510195328664582,0.0820120907950268,0.03615832097638873,0.10529317818845539,57992880.0
MO,current,14271,6.32328,0.0482739970395096,7.007217433956976e-05,7.007217433956976e-05,0.038121934127540294,48295079.046
MOS,current,9706,21.0451585,0.020289702260973687,0.0005151452709664126,0.0,0.033900051519835134,41336173.722
MPC,current,3802,43.596355,0.04771041065245308,0.0,0.0,0.0023677979479084454,246481662.03399998
MPWR,current,5462,49.46873,0.10839170522469177,0.0,0.0,0.00750778245742538,15747047.508
MRK,current,14271,14.64795,0.03784147269754068,0.0,0.0,0.03475823405746321,99766316.10087001
MRNA,current,1926,76.555,0.09143752857422804,0.0,0.0,0.001038961038961039,422616321.0
MRSH,current,13479,16.30861,0.0337858345990309,0.005044884635358706,7.418947993174568e-05,0.04963644457634664,25407545.0398
MRVL,current,6564,14.72954,0.044298735737855144,0.0,0.0,0.008837421910711565,145509779.324
MS,current,8422,29.791784999999997,0.022769699767903016,0.0,0.0,0.01365633535209595,246038202.305
MSCI,current,4710,87.50918999999999,0.064690348522292,0.0,0.0,0.004034826927160756,52256737.484
MSFT,current,10179,22.74705,0.052182590709556935,0.0,0.0,0.02063273727647868,1242138681.056
MSI,current,12502,32.708510000000004,0.02380114532886237,7.998720204767237e-05,7.998720204767237e-05,0.028637708983281336,74684570.55897501
MTB,current,11563,41.69341,0.027678235001638275,0.047046614200467005,0.0,0.10672893962982183,12615227.581
MTD,current,7225,170.44,0.052781037315195456,0.0,0.0,0.010382059800664452,32671600.0
MU,current,9376,15.60365,0.07812274692139005,0.0,0.0,0.026133333333333335,241092593.546
NCLH,current,3408,30.985,0.06454736162658067,0.0,0.0,0.006457293806868212,147743045.5
NDAQ,current,6065,11.82153,0.06809609246854871,0.015333882934872218,0.0031327287716405605,0.02671503957783641,55299659.775
NDSN,current,11692,12.127984999999999,0.09865612465716095,0.04199452617174136,0.01471091344509066,0.146351894619793,2812224.0470000003
NEE,current,10877,4.98526,0.07141051820768084,0.00018387423002666178,0.00018387423002666178,0.06491357116586981,37250967.0
NEM,current,10921,26.14723,0.017057256160594864,0.0,0.0,0.031776556776556775,106734921.222
NFLX,current,6091,5.58,0.07168458781370768,0.0,0.0,0.0027914614121510675,920155630.8000001
NI,current,10531,3.65808,0.05576695971657377,0.00037983097521602886,9.495774380400722e-05,0.10047483380816714,11928149.1048
NKE,current,11513,5.8091,0.08176826014359134,8.685833405715279e-05,8.685833405715279e-05,0.05090340514246004,70914469.808
NOC,current,11240,29.867469999999997,0.05608108085486257,0.00017793594306049823,0.0,0.038259631639825604,53984403.89217
NOW,current,3546,52.414,0.049605067348411205,0.0,0.0,0.0011283497884344146,425839028.5
NRG,current,5706,21.4499,0.03449899533329743,0.0008762705923589204,0.0001752541184717841,0.013496932515337423,74581138.9
NSC,current,11135,19.14196,0.07162275963375228,0.0,0.0,0.03736303215376325,28611173.587500002
NTAP,current,7727,26.73601,0.03217009568742877,0.0003882489970234244,0.00012941633234114146,0.013072741392699974,106656758.95899999
NTRS,current,9198,39.31085,0.02164796741863103,0.0042400521852576645,0.0042400521852576645,0.03490268565836686,45825627.564500004
NUE,current,11693,8.16486,0.05713508866043736,0.0006841700162490379,0.0,0.03617858364693808,25269086.8188
NVDA,current,6928,0.46330997,0.10058061129139233,0.0,0.0,0.0073624945864010395,303028880.66896
NVR,current,10341,522.79999,0.07078424006855218,0.024949231215549754,0.0013538342520065757,0.10851063829787234,25028871.0
NWS,current,761,28.81912,0.04087564089395556,0.0,0.0,0.014473684210526316,22258434.746
NWSA,current,3304,14.98096,0.03421009067509427,0.0,0.0,0.02119285498032092,43135848.9905
NXPI,current,4025,92.22623,0.03819954474990501,0.0,0.0,0.0044731610337972166,277308453.15
O,current,8004,14.569905,0.029375620499931233,0.0,0.0,0.042359115331750595,13613248.918650001
ODFL,current,8758,4.3291699999999995,0.21528376109047836,0.12137474309203014,0.046243434574103674,0.09877812036085418,11475487.8405
OKE,current,11555,3.066293,0.1311029311288952,0.0013846819558632627,0.0,0.07356759563787432,3184491.7355
OMC,current,9179,25.45803,0.026946311242477115,0.0027236082361913063,0.0022878309184006973,0.03148834168664197,55075704.32
ON,current,6606,9.64,0.10373443983407796,0.0,0.0,0.018925056775170326,64854822.0
ORCL,current,10180,14.828425,0.05448994077253413,0.0,0.0,0.035268690441104235,423717913.09230006
ORLY,current,8380,2.5856649999999997,0.128786985166294,0.007279236276849642,0.00023866348448687351,0.04057763456259697,55766134.08
OTIS,current,1605,78.22887,0.026416078872152873,0.0,0.0,0.006234413965087282,168794054.312
OXY,current,11240,11.575925000000002,0.038614624749221386,8.896797153024912e-05,0.0,0.06308390426194502,44604890.3512
PANW,current,3532,36.6175,0.05464600259442454,0.0,0.0,0.0016992353440951572,289429483.6206
PAYX,current,9165,22.82885,0.03289697028101779,0.0007637752318603383,0.0006546644844517185,0.038738542121344394,56804962.15
PCAR,current,10101,13.42967,0.031199575268798477,0.000396000396000396,0.000297000297000297,0.04217821782178218,45169679.86875
PCG,current,13659,12.45636,0.04391331014841036,0.00014642360348488177,7.321180174244088e-05,0.11722067652657783,12990679.665000001
PEG,current,11745,8.98451,0.05431570558661513,0.0,0.0,0.0866825613079019,15413598.762
PEP,current,13659,16.086062,0.038262938437056845,0.007028332967274325,7.321180174244088e-05,0.07358324791331088,59346629.628
PFE,current,13658,8.102754000000001,0.027595555782637664,0.007687802020793674,7.32171621027969e-05,0.08486490444460716,135541033.30775002
PFG,current,6237,31.72594,0.022662843086765472,0.000320666987333654,0.000320666987333654,0.006895445798588839,45096528.303
PG,current,14271,16.77052,0.0410839973954207,0.0,0.0,0.039243167484232656,78093455.296
PGR,current,10179,11.26121,0.04946182515022875,0.009234698889871303,0.007957559681697613,0.040774218903517394,36070383.878
PH,current,10355,31.51356,0.061652825006131846,0.0,0.0,0.040274290129418584,41845317.426
PHM,current,10368,9.574625000000001,0.0625611969137143,0.0018325617283950616,0.001253858024691358,0.05179897752483843,50755846.6925
PKG,current,6671,32.50881,0.037066875102473265,0.0,0.0,0.010494752623688156,26401908.351
PLD,current,7220,27.803535,0.02888121960030616,0.0,0.0,0.02715057487186591,53761061.41500001
PLTR,current,1470,23.575,0.169671261930007,0.0,0.0,0.008168822328114363,1216969481.5
PM,current,4628,56.014765,0.022297692403064923,0.0,0.0,0.007132051004970824,266635891.329
PNC,current,9590,34.33484,0.03135299305312337,0.004171011470281543,0.004171011470281543,0.04015017207216602,72921267.794
PNR,current,13429,7.70326,0.06412869356611715,0.019510015637798795,0.003946682552684488,0.15288948465892166,3239442.6521
PNW,current,10596,21.294780000000003,0.02507656806034316,0.0016987542468856172,9.437523593808984e-05,0.08145351580934403,11269784.002999999
PODD,current,4839,43.52,0.0918887867647456,0.0,0.0,0.007441091360066143,25154352.000000004
PPG,current,10921,18.11302,0.03406389436990634,9.156670634557275e-05,0.0,0.032783882783882785,28010311.1316
PPL,current,10414,11.593824999999999,0.025806841141735124,0.0003840983291722681,0.0,0.07519446845289542,18975380.9181
PRU,current,6201,47.86409,0.020767134609683966,0.0,0.0,0.004193548387096774,115480075.81199999
PSA,current,11522,17.395789999999998,0.11393561315687026,0.004165943412601979,0.0008679048776254123,0.1259439284784307,4797568.8455
PSKY,current,5200,29.392339999999997,0.03351213275295583,0.0,0.0,0.007886131948451626,178418644.212
PSX,current,3601,65.84727,0.028983737670522203,0.0,0.0,0.0044444444444444444,196230027.05600002
PTC,current,9159,28.35,0.07054673721340238,0.0,0.0,0.024677877265778553,30247000.0
PWR,current,7165,26.42674,0.042192112988575614,0.0005582693649685974,0.0,0.013819095477386936,43550279.311000004
PYPL,current,2790,74.15213,0.04678220301965388,0.0,0.0,0.0028684116170670493,756489717.0469999
Q,current,196,116.136551,0.2652136621484445,0.0,0.0,0.0,230524077.1235
QCOM,current,8723,31.84938,0.030267465175115884,0.0,0.0,0.014216922724145839,464318879.364
RCL,current,8377,32.091807,0.030537389184723228,0.0004774979109466396,0.0,0.030324737344794652,57850917.783999994
REG,current,8248,27.912255000000002,0.02575929461806026,0.011154219204655674,0.0009699321047526673,0.05274645325572935,16252986.373999998
REGN,current,8902,25.4267,0.23408464330804327,0.00033700292069197934,0.0,0.03965846534097293,13018004.957
RF,current,9176,10.17623,0.020931130683958472,0.0018526591107236269,0.0018526591107236269,0.047629427792915534,52584634.795
RJF,current,9746,12.484960000000001,0.04893888326434058,0.02359942540529448,0.005745947055202134,0.058183683940482296,10513519.1835
RL,current,7334,73.14896,0.023723508850978455,0.0,0.0,0.008864039274512478,69077103.87059
RMD,current,7847,25.26424,0.06150194899984874,0.011469351344462851,0.0012743723716069836,0.033775172062197295,26044507.184
ROK,current,11240,30.16002,0.05288458031526548,0.0,0.0,0.044932823204911466,23411891.3205
ROL,current,9724,2.50239,0.10110334520199261,0.003393665158371041,0.0,0.0757996503136892,2391320.3761949996
ROP,current,8681,52.46646,0.05963810022631313,0.002995046653611335,0.0003455823061859233,0.03456221198156682,29394545.504
ROST,current,10098,6.23238,0.11223641690654072,0.0,0.0,0.05476874319104685,42456114.976
RSG,current,7069,22.60243,0.046499425061818665,0.0,0.0,0.016694963214487834,45144278.274
RTX,current,14271,7.59962,0.0920440758880148,0.00021021652301870928,0.00014014434867913952,0.045129642606867554,35624893.1457
RVTY,current,10973,18.040517,0.0422936881465144,0.004738904583978857,0.00018226556092226375,0.05632519139628144,13420717.596
SBAC,current,6829,63.7337,0.0429756941774924,0.0,0.0,0.01200937316930287,69420366.93222
SBUX,current,8588,11.85661,0.06089430284038844,0.0,0.0,0.0186328170490276,176927473.16
SCHW,current,9794,13.70053,0.0476623897031699,0.04390443128445987,0.0,0.08812417032574288,106097611.13964
SHW,current,10356,11.84263,0.09432026500870079,9.656237929702588e-05,9.656237929702588e-05,0.04133268952197006,32568007.122
SJM,current,7995,39.64152,0.027118031801004583,0.004002501563477173,0.0016260162601626016,0.041906429822366774,26899298.472
SLB,current,11240,21.52469,0.02796788246428286,0.0,0.0,0.027849452798291662,162815128.962
SMCI,current,4871,2.292,0.08726003490401404,0.00020529665366454526,0.0,0.016632443531827516,6825456.0
SNA,current,10411,21.88765,0.060102386505637366,0.005378926135817885,0.0005763135145519162,0.04399615754082613,6969143.1173
SNDK,current,372,204.855005,0.5613580200297958,0.0,0.0,0.0,1597010182.0
SNPS,current,8673,27.175,0.08739650413983335,0.0,0.0,0.02029520295202952,35335797.0
SO,current,11240,11.60526,0.052648540403229555,0.0,0.0,0.09484829611175372,23814349.796
SOLV,current,594,72.34,0.055294442908486514,0.0,0.0,0.003372681281618887,77861527.5
SPG,current,8217,42.92625,0.028222824029584818,0.0,0.0,0.037244401168451804,94824952.1253
SPGI,current,13479,15.44725,0.05583518101927739,0.005638400474812672,0.0003709473996587284,0.06506900133550972,16858486.125253998
SRE,current,7071,21.69611,0.027885183104256934,0.0,0.0,0.013012729844413012,58010720.75620001
STE,current,8607,23.53957,0.05620323565805564,0.00011618450098756825,0.0,0.030560074366720893,10403287.632
STLD,current,7472,13.322885,0.056219054656710336,0.0,0.0,0.019274528175612368,46258186.980000004
STT,current,10104,31.145205,0.025076091167163916,0.0005938242280285036,0.0005938242280285036,0.035632980302880334,67470560.04
STX,current,5951,24.23917,0.03956406098063309,0.0,0.0,0.007058823529411765,103130103.69000001
STZ,current,8659,16.72281,0.08939885103041241,0.0013858413211687262,0.00034646033029218156,0.042966042966042964,28090110.312000003
SW,current,524,42.93935,0.046064973037545386,0.0,0.0,0.0,178616638.35399997
SWK,current,10355,26.54519,0.04125041109142315,0.0,0.0,0.039984547034962334,14692578.825
SWKS,current,10560,8.0050992,0.17763677432006933,0.05236742424242424,0.006818181818181818,0.09546358556681504,23972491.101000004
SYF,current,3023,28.87169,0.03098190649732348,0.0,0.0,0.005956320317670417,157392805.71199998
SYK,current,9707,39.18005,0.04285344199407684,0.0009271659627073246,0.0005150922015040693,0.04110859262311972,59075185.024
SYY,current,13426,8.901385000000001,0.06021534851036762,0.1312378966185014,0.039252197229256665,0.18219739292364992,13187319.504
T,current,10595,7.82762,0.021845720666053035,0.0,0.0,0.038889937700585235,102103119.9062
TAP,current,10566,20.895339999999997,0.02828381830590018,0.007287526026878668,0.0005678591709256105,0.05414103170847137,20130471.005999997
TDG,current,5132,154.214225,0.04895592478582389,0.0,0.0,0.0035080880919898657,65763833.610400006
TDY,current,6716,75.104998,0.05323214308581338,0.0002977963073257892,0.0,0.007148175725986597,12701969.5
TECH,current,8608,14.547095,0.04846328425022316,0.0037174721189591076,0.0013940520446096654,0.0413616823515743,10147183.280000001
TEL,current,4818,59.096445,0.030879184018599314,0.0,0.0,0.0037367656217562797,100894853.4965
TER,current,10037,15.40839,0.06915063806156302,0.011258344126731094,0.0062767759290624685,0.04573535273017138,41398432.25700001
TFC,current,11692,14.349235,0.02756244496657478,0.024461170030790284,0.024119055764625384,0.16867675990077838,15664998.6975
TGT,current,10923,25.88029,0.031406139575705955,0.00018309988098507736,0.00018309988098507736,0.025819446987731184,112074893.28000002
TJX,current,9721,5.28733,0.08189388595000481,0.0018516613517127868,0.0,0.03960905349794239,78769447.86
TKO,current,729,147.028015,0.07997795522166776,0.0,0.0,0.004120879120879121,135163516.404
TMO,current,9808,38.45788,0.0754851801504251,0.0002039151712887439,0.00010195758564437195,0.04272458448047313,74975012.8755
TMUS,current,4857,53.88733,0.052980914066440454,0.0,0.0,0.008031301482701812,172472341.86
TPL,current,11693,0.60953008,0.6693681138745222,0.11682203027452322,0.021893440519969214,0.12375983578515225,126298.224
TPR,current,6496,27.969655,0.022595916896360615,0.0,0.0,0.007082371054657428,97324457.9101
TRGP,current,3940,38.543205,0.04177130573339193,0.0,0.0,0.004315816197004316,58401470.154
TRMB,current,8746,14.3525,0.06967427277477643,0.0,0.0,0.03499142367066895,20170321.5
TROW,current,9302,29.413655,0.025464363405366192,0.00505267684368953,0.0017200602021070737,0.035157509945167184,42375096.297000006
TRV,current,10101,27.60755,0.048501225208319274,0.000297000297000297,0.000297000297000297,0.03712871287128713,71952626.8
TSCO,current,8171,2.75203,0.10537675824754464,0.027291641169991433,0.004405825480357361,0.046389228886168914,27694027.950000003
TSLA,current,4052,20.60867,0.08083976307059929,0.0,0.0,0.0024685262898049864,2315769908.16
TSN,current,10134,12.267994999999999,0.034439205428447764,0.003552397868561279,0.003552397868561279,0.0647389716766999,23966497.748000003
TT,current,10355,15.27848,0.051641262743412505,9.657170449058426e-05,0.0,0.029264052540081128,56442830.37486
TTD,current,2483,46.56,0.062285223367689775,0.0,0.0,0.0016116035455278,296455742.0
TTWO,current,7376,20.702055,0.06661174458284118,0.004880694143167028,0.002982646420824295,0.028745762711864405,36596322.133499995
TXN,current,13658,10.0980355,0.03208544869940427,0.0005857372968223752,7.32171621027969e-05,0.04005272021673867,121625115.24900001
TXT,current,10529,24.67174,0.030403206259460254,0.0003799031247032007,0.00018995156235160034,0.036569148936170214,38328630.144
TYL,current,9725,12.73,0.31429693637096334,0.04730077120822622,0.002365038560411311,0.13029617441382146,2201958.0
UAL,current,5158,43.74,0.045724737082752674,0.0,0.0,0.005429513282916424,233791950.0
UBER,current,1821,46.14,0.06501950585175799,0.0,0.0,0.005494505494505495,988483122.0
UDR,current,11160,6.815535000000001,0.06441167127741591,0.016308243727598565,0.0,0.15798906712070973,3832933.2770999996
UHS,current,9163,26.13946,0.05329107793351592,0.006984612026628833,0.0012004801920768306,0.041803099759877754,30780562.119000003
ULTA,current,4725,220.63,0.031378325703667234,0.0,0.0,0.000846740050804403,168253776.0
UNH,current,9160,34.604455,0.04435845037871497,0.0001091703056768559,0.0001091703056768559,0.01484878261818976,219728168.61510003
UNP,current,11745,9.4744,0.1009034872920761,0.0,0.0,0.03176089918256131,41482492.896
UPS,current,6725,52.68411,0.017823210831500784,0.0,0.0,0.007882212968471148,180353196.07799998
URI,current,7202,34.89072,0.11054228746209711,0.0,0.0,0.01152617691987224,71246690.17140001
USB,current,13429,9.25076,0.045790832320790904,0.008340159356616278,0.0020105741306128528,0.20866845397676498,20034525.419999998
V,current,4626,87.735355,0.03727117762275596,0.0,0.0,0.003027027027027027,813726299.2238
VEEV,current,3221,159.61,0.03758536432554294,0.0,0.0,0.0018633540372670807,141938670.819
VICI,current,2161,23.85284,0.02922083911181659,0.0,0.0,0.018055555555555554,118638213.696
VLO,current,11239,7.5751,0.10257290332800666,0.0001779517750689563,0.0,0.06549208044135968,55829670.53027
VLTO,current,718,97.615545,0.037227677210642844,0.0,0.0,0.001394700139470014,135653836.755
VMC,current,9805,39.35061,0.036591554743372307,0.012442631310555839,0.008771035186129525,0.04243166054671563,27041542.605
VRSK,current,4234,96.9051015,0.03693304010418022,0.0,0.0,0.005197259626742263,81589522.13875002
VRSN,current,7174,50.601585,0.03893158682677682,0.0,0.0,0.006691760769552488,92286436.8655
VRT,current,2014,21.21253,0.18771923952493574,0.029791459781529295,0.005958291956305859,0.04719324391455539,65603020.283999994
VRTX,current,8823,36.88,0.08134490238612022,0.001246741471154936,0.00034002040122407346,0.03797324869644072,64262814.0
VST,current,2473,21.065755,0.053361486450394395,0.001213101496158512,0.0004043671653861706,0.016181229773462782,89601938.475
VTR,current,7361,32.21017,0.01847242656589625,0.0005434044287460942,0.0,0.03111413043478261,50131343.72864
VTRS,current,11693,9.64761,0.03241735517915554,0.001282818780466946,0.001282818780466946,0.0752651385562778,23109007.1175
VZ,current,10761,12.45763,0.026570061881746657,0.0,0.0,0.0337360594795539,105915391.73309
WAB,current,7837,25.4063,0.036487013063684993,0.0017863978563225724,0.0,0.031010719754977028,19327250.232
WAT,current,7729,78.0,0.03846153846153992,0.0,0.0,0.01229296066252588,53440047.49560001
WBD,current,5304,21.923865,0.04506504669683774,0.0001885369532428356,0.0,0.009617197812558929,95828962.51231
WDAY,current,3473,149.34,0.03348064818533745,0.0,0.0,0.0020161290322580645,274465094.23980004
WDC,current,12040,7.86911,0.10306121022574287,0.0004152823920265781,0.0003322259136212625,0.0940277431680372,24226135.339099996
WEC,current,10525,10.18845,0.06654594172808982,0.0,0.0,0.07440136830102623,8546455.277999999
WELL,current,8913,19.71862,0.043715026710794525,0.018961068102771234,0.0187366767642769,0.07057899461400359,26140112.57
WFC,current,13658,9.323055,0.043869740122740336,0.025406355249670522,0.0005125201347195783,0.10258475507065974,55669775.192999996
WM,current,8809,22.054325,0.038541193167317314,0.009762742649562946,0.0043137700079464185,0.046548592188919165,54101753.232
WMB,current,11240,7.914185,0.04283448011387154,0.00035587188612099647,0.00017793594306049823,0.05107215944479046,29613748.43162
WMT,current,13599,9.70657,0.025240635981604413,0.01978086624016472,0.0038973453930436063,0.06353875569936755,173140236.108
WRB,current,13309,1.33631,0.16987076352039032,0.04846344578856413,0.0363663686227365,0.20198376916140667,3417721.80855
WSM,current,10857,5.61492,0.07052638327882317,0.057198121027908264,0.015013355438887354,0.08465364775239499,11924837.76
WST,current,9728,15.419165,0.07101551867430936,0.040604440789473686,0.0034950657894736842,0.0863575614269559,3928023.966
WTW,current,6326,91.59877,0.023608395614927287,0.00015807777426493836,0.00015807777426493836,0.009960474308300396,34368207.9186
WY,current,13429,16.2318,0.014095787281755983,7.446570854121677e-05,7.446570854121677e-05,0.05227882037533512,15495069.426
WYNN,current,5983,86.74399,0.018214518377591127,0.0,0.0,0.004513540621865597,175557441.366
XEL,current,10296,11.186995,0.05229286327562912,0.00019425019425019425,9.712509712509713e-05,0.06255463817387082,15929133.864500001
XOM,current,14271,13.90067,0.04259866610746198,7.007217433956976e-05,0.0,0.046250875963559916,91154606.088
XYL,current,3725,68.12752,0.02678799991544499,0.0,0.0,0.0053705692803437165,63883594.131
XYZ,current,2693,66.39,0.04518752824220686,0.0,0.0,0.0029717682020802376,591117030.0
YUM,current,7267,35.026514,0.028549800873688025,0.0,0.0,0.007844756399669695,116073208.0176
ZBH,current,6296,81.55495,0.01839863797354073,0.0,0.0,0.003812549642573471,107889893.67049
ZBRA,current,8807,37.84,0.07341437632135284,0.0009083683433632338,0.0,0.0344083579377697,15576352.0
ZTS,current,3399,107.015554,0.025460784887399765,0.0,0.0,0.006768687463213655,220880275.704
AA,departed,14270,21.839489999999998,0.01808650293573557,7.00770847932726e-05,0.0,0.04239960754082276,34794757.852524996
AAL,departed,5248,16.675415,0.056550316738754776,0.0,0.0,0.00952925481227368,238723506.308
AAP,departed,6211,59.01426,0.026398704313140994,0.0,0.0,0.0051529790660225444,72611874.744
ABK,departed,2028,224.95476,0.3812455446597479,0.9911242603550295,0.36587771203155817,0.5969412925505674,389.07095200000003
ACE,departed,4869,57.61469,0.08229671981225464,0.0008215239268843705,0.00020538098172109262,0.01314708299096138,3566585.5579899997
ADCT,departed,1564,4.09,0.48899755501221454,0.0,0.0,0.028790786948176585,2132511.5
ADS,departed,7157,49.44214,0.03447464045853008,0.01453122816822691,0.01019980438731312,0.026690888764673,68805860.27775
ADT,departed,2149,6.89534,0.027409815904647243,0.0,0.0,0.029329608938547486,19070224.256
AET,departed,7395,53.0,0.2358490566037736,0.2768086544962813,0.22150101419878296,0.38395996754124967,2230704.0
AGN,departed,7996,4.0873550000000005,0.021529815736593367,0.0015007503751875938,0.014007003501750876,0.015509693558474046,33333788.86586
AIV,departed,8065,1.18841,0.027894413544150596,0.0,0.0,0.049975198412698416,6092338.006800001
ALK,departed,10986,6.70104,0.07401836132899549,0.0001820498816675769,0.0,0.0593536640873919,10994342.174000002
ALTR,departed,6841,0.57535422,0.09420283734079275,0.016664230375676072,0.01257126151147493,0.07719298245614035,530302.04126496
AMG,departed,7220,99.423415,0.02595967961872954,0.00013850415512465375,0.0,0.00831140047097936,36919314.920499995
AMTM,departed,469,23.74,0.12636899747260988,0.0,0.0,0.008547008547008548,44687156.0
AN,departed,8747,22.12,0.050406871609398204,0.010060592203041042,0.0014862238481765176,0.04996569860507661,29813220.0
ANF,departed,7513,24.61432,0.027179300504742664,0.0,0.0,0.011714589989350373,51287520.0
APC,departed,1946,67.726855,0.04369020235768942,0.0010277492291880781,0.0010277492291880781,0.004113110539845758,274987514.731965
ARG,departed,6131,0.5992585,0.18948417085447364,0.06850432229652585,0.026912412330778013,0.2164763458401305,84854.692705
ATI,departed,6713,26.34,0.034282460136671244,0.0,0.0,0.009386174016686531,38980706.2876
AYE,departed,118,140.299995,0.42765040725767417,0.00847457627118644,0.00847457627118644,0.017094017094017096,11980608.549165
AYI,departed,6209,96.60792,0.026509213737341986,0.0,0.0,0.005154639175257732,32133329.533
BBBY,departed,8067,24.5719,0.03512141918205994,0.00012396181975951408,0.0,0.02206793949913216,74915942.56199999
BBWI,departed,11177,4.77301,0.05023035778262091,0.0,0.0,0.04402290622763064,14742309.263
BC,departed,11240,16.0042708,0.046331382995604686,0.00044483985765124553,8.896797153024912e-05,0.058190230447548716,10299716.4695
BEAM,departed,1634,29.715,0.1009591115598221,0.0,0.0,0.005511328842620943,38408389.5
BHF,departed,2278,47.33,0.04225649693639557,0.000877963125548727,0.0004389815627743635,0.006148440931049627,30708560.0
BHI,departed,1293,50.72544,0.03788237223767822,0.03634957463263728,0.7525135344160866,0.08436532507739938,0.0
BIG,departed,6823,6.8635,0.07284912945290148,0.023743221456837167,0.008793785724754507,0.07842274992670771,66674.69015
